URL,Date,Data source,User,Title,Category,,Notes,Log,,,Other facility,,Resolution,Bad attempts,,,,Bad suggestions,,,Votes,,Useless attempts,,Useless suggestion,,Quotations,Misc,,
http://serverfault.com/questions/601350/monit-issues-with-mysql-ubuntu-server-12-04,6/3/2014,SF (MYSQL),/users/176972/eko3alpha,,External (Filesystem),file/dir,,Y,Y,Jun  2 23:47:07 MySQL-Dev monit[13034]: monit: Error opening the pidfile '/var/run/mysqld/mysqld.pid' -- Permission denied,N,N,,1,run as root,OVERGRANT_PRIV,0,1,run as root,Y,0,0,0,,0,,"This was exactly the problem! I thought by using ""sudo"" it would run monit under root.",,,
http://serverfault.com/questions/83950/my-cnf-parameters-to-enable-binary-logging-mysql-4-1-20,11/12/2009,SF (MYSQL),/users/25848/kevin-jones,,External (Filesystem),file/dir,,Y,Y,/usr/libexec/mysqld: File '/var/log/mysql/tts_db.000001' not found (Errcode: 13),N,N,,0,,,0,0,,,,,0,,0,,Precisely. mysqld has dropped it's root privileges by this point.,,,
http://dba.stackexchange.com/questions/80742/cant-start-mysql-server-because-of-wrong-file-permissions,10/21/2014,DBA (MYSQL),/users/7169/qazwsx,,External (Filesystem),file/dir,,Y,N,[ERROR] InnoDB: ./ibdata1 can't be opened in read-write mode; [ERROR] InnoDB: The system tablespace must be writable!,N,N,,0,,,0,0,,,,,0,,1,WRN_PROB,,,,
http://serverfault.com/questions/189212/what-is-wrong-with-my-permissions,10/8/2010,SF (MYSQL),/users/52106/matt,,External (Filesystem),file/dir,,Y,Y,ERROR 1018 (HY000): Can't read dir of '.' (errno: 13),N,N,,0,,,0,0,,,,,0,,0,,,,,
http://serverfault.com/questions/149684/mysql-permissions-error-when-showing-databases,6/9/2010,SF (MYSQL),/users/25834/tony,,External (Filesystem),file/dir,,Y,Y,ERROR 1018 (HY000): Can't read dir of '.' (errno: 13),N,N,,0,,,0,0,,,,,0,,0,,,do you know were you database files are kept,,
http://serverfault.com/questions/620278/percona-startup-fails-mysql-cant-access-directory-for-file-creation,8/13/2014,SF (MYSQL),/users/145941/zencodism,,External (Filesystem),file/dir,,Y,Y,File name ./ibdata1; File operation call: 'create'.,N,N,,1,777,DISABLE_PROT,1,0,,,,,3,X_WRN_PARAM;X_WRN_PROB;X_WRN_PARAM,0,,I do not know in what directory the file should be created. Files with this name exist in /var/lib/mysql/ and /home/percona/data/,,,
https://lists.mysql.com/mysql/114690,7/16/2002,ML (MYSQL),Aaron Axelsen,Mysql wil lnot load,External (Filesystem),file/dir,,Y,Y,020715 23:40:08  /usr/local/mysql/libexec/mysqld: Can't create/write to file '/usr/local/mysql/var/Alpha.pid' (Errcode: 13),N,N,,0,,,0,0,,,,,0,,0,,,,,
https://lists.mysql.com/mysql/96627,1/17/2002,ML (MYSQL),Travis Farmer,MySQL can't find table forms.,External (Filesystem),file/dir,,Y,Y,Can't find file: './qwerty/table1.frm' (errno: 13),N,N,chown,0,,,0,0,,,,,2,X_BLIND_GUNSHOT;X_BLIND_GUNSHOT,0,,,,,
https://lists.mysql.com/mysql/120197,9/21/2002,ML (MYSQL),toby -,access denied ????,External (Filesystem),file/dir,,Y,Y,Error on rename of '.\zabandb\ctnt_inf.MYI' to '.\zabandb\#sql2-5b0-7e.MYI' (Errcode: 13),N,perror,chown,2,"GRANT ALL *, 777","DISABLE_PROT, OVERGRANT_PRIV",2,1,777,Y,,,2,X_WRN_SUBSYS;X_WRN_SUBSYS,0,,but i still dont know what to do to fix this thing up ????,,,
http://serverfault.com/questions/434382/mysql-server-fails-to-start,10/3/2012,SF (MYSQL),/users/122604/nicolas-thery,,External (Filesystem),UNKNOWN (either file/dir or dir traversal),,Y,Y,121004 14:26:57 [ERROR] mysqld: Can't find file: './mysql/host.frm' (errno: 13)121004 14:26:57 [ERROR] Fatal error: Can't open and lock privilege tables: Can't find file: './mysql/host.frm' (errno: 13),N,perror,,0,,,0,1,777,N,1(-3),0,0,,NA,,,,,
https://lists.mysql.com/mysql/224747,4/2/2011,ML (MYSQL),Thomas Dineen,Mysql Bug 04/01/11,External (Filesystem),UNKNOWN (FS or KSM),,Y,Y,Can't find file: './mysql/host.frm' (errno: 13),N,N,,1,777,DISABLE_PROT,1,0,,,,,2,X_WRN_PROB;X_WRN_PARAM,0,,,"For me, having an installation script (mysql_install_db) that fails without giving a warning, i.e. it apparently doesn't create what it is built for is a bug.",,
https://lists.mysql.com/mysql/226886,2/29/2012,ML (MYSQL),Elim Qiu,mysql for os x 10.6 (64bit) cannot start service,External (Filesystem/KSM),UNKNOWN (FS or KSM),,N,N,120229 10:36:09 [ERROR] Can't open the mysql.plugin table. Please run mysql_upgrade to create it.,N,N,use sudo,0,,,0,1,777,N,,,0,,0,,,I found the MySQL document is often difficult to read, Where the error log should be?,
https://lists.mysql.com/mysql/107744,5/1/2002,ML (MYSQL),Paul Fabris,Error repairing: how do you Recreate an Index?,External (Filesystem/KSM),UNKNOWN (FS or KSM),,Y,Y,error: File '/.../x.MYD' not found (Errcode: 13),N,N,,0,,,0,0,,,,,0,X_WRN_PROB,0,,,"I swear the file is there, where it's looking for it.",,
http://serverfault.com/questions/620329/mariadb-service-wont-start-on-freebsd-jail,8/14/2014,SF (MYSQL),/users/41952/purpler,,External (Filesystem),umask,,N,N,/usr/sbin/daemon: Permission denied,N,N,,0,,,0,0,,,,,0,,0,,Not sure what permissions this error is referring to.,,,
https://lists.mysql.com/mysql/85718,9/18/2001,ML (MYSQL),Mark Johnson,Can't get MySQL running on RH7.0 at all.,External (Filesystem/KSM),dir traversal,,Y,Y,010917 11:26:38  /usr/libexec/mysqld: Can't find file: './mysql/host.frm' (errno: 13),N,N,,0,,,0,1,a+x,N,,,0,,1,WRN_PARAM,,,,
https://lists.mysql.com/mysql/222568,8/18/2010,ML (MYSQL),jitendra ranjan,MySQL Server has gone away,External (Filesystem/KSM),dir traversal,,Y,Y,Failed to open the relay log,N,N,change the permission of the file,0,,,0,0,,,,,1,X_WRN_SUBSYS,0,,,,,
http://serverfault.com/questions/734961/mysql-system-account-unable-to-write-to-logs-on-centos-6-7,11/9/2015,SF (MYSQL),/users/99864/justacodemonkey,,External (Filesystem),dir traversal,,Y,Y,"cannot write to ""/var/log/mysql/mysql-bin.index",N,N,,1,SELinux is disabled,DISABLE_PROT,1,0,,,,,1,X_WRN_SUBSYS,0,,,,,
https://lists.mysql.com/mysql/155336,12/9/2003,ML (MYSQL),Paweł Filutowski,Problem with mysqlimport,External (Filesystem),dir traversal,,Y,Y,"mysqlimport: Error: Can't get stat of '/root/mysql/gwarancje.txt' (Errcode: 13),  when using table: gwarancje",N,N,,1,777,DISABLE_PROT,1,0,,,,,2,X_WRN_PARAM; X_WRN_PROB,1,WRN_PROB,,,,
http://serverfault.com/questions/109717/permission-problems-of-mysql-under-debian,2/4/2010,SF (MYSQL),/users/4959/dadadom,,External (Filesystem),dir traversal,,Y,Y,Feb  4 19:38:13 kermit mysqld: 100204 19:38:13 [ERROR] Can't start server : Bind on unix socket: Permission denied; Feb  4 19:38:13 kermit mysqld: 100204 19:38:13 [ERROR] Do you already have another mysqld server running on socket: /var/run/mysqld/mysqld.sock ?,N,N,,0,unnecessary 755,DOWNGRADE_PERM,0,1,unnecessary 755,Y,0,0,0,,2,WRN_PROB;WRN_PROB,,,,
http://serverfault.com/questions/334284/cant-create-pid-file-on-mysql-server-permission-denied,11/23/2011,SF (MYSQL),/users/101966/james-barnhill,,External (Filesystem),dir traversal,,Y,Y,/usr/local/mysql/bin/mysqld: Can't create/write to file '/usr/local/mysql/data/James-Barnhills-Mac-Pro.local.pid' (Errcode: 13) Can't start server: can't create PID file: Permission denied ,N,N,,0,,,0,0,,,,,1,X_BLIND_GUNSHOT,0,,Its not because you start mysql as root that its actuality started as that user.,,,
http://serverfault.com/questions/613967/mysql-mysqld-safe-works-but-unable-to-start-mysql-service-why,7/20/2014,SF (MYSQL),/users/233580/user34814,,External (KSM),SELinux,,Y,N,Starting MySQL. ERROR! The server quit without updating PID,N,N,,0,,,0,0,,,,,0,,2,BLIND_GUNSHOT;WRN_SUBSYS,,,,
http://serverfault.com/questions/20650/fixing-cant-find-file-errno-13-on-mysql,6/5/2009,SF (MYSQL),/users/4315/c0bra,,External (KSM),SELinux,,Y,Y,Can't find file: './schema_name/table_name.frm' (errno: 13),N,N,,1,777,DISABLE_PROT,1,1,permissive,N,0,1(4),2,X_WRN_PROB;X_WRN_SUBSYS;X_WRN_SUBSYS,3,WRN_SUBSYS;WRN_SUBSYS;WRN_SUBSYS,"The only thing I can find through googling is people who had this problem because of actual ownership or permission errors, which does not seem to be the case for me.",,,
http://serverfault.com/questions/751383/mysql-error-code-1017-permission-denied,1/24/2016,SF (MYSQL),/users/333668/radi,,External (KSM),SELinux,,Y,Y,Error Code: 1017. Can't find file: './nordwind/artikel.frm' (errno: 13 - Permission denied),N,N,,1,777,DISABLE_PROT,1,0,,,,,1,X_WRN_SUBSYS,0,,,,,
http://serverfault.com/questions/697110/mysql-tables-read-only-after-move-from-failing-hd,6/6/2015,SF (MYSQL),/users/134370/user16081-joet,,External (KSM),SELinux,,Y,Y,a ton of errors in the web server log about tables being read-only,N,N,,1,echo 0 > /selinux/enforce,DISABLE_PROT,0,1,disable selinux,Y,0,1(1),2,X_WRN_SUBSYS; X_WRN_SUBSYS,0,,,,,
http://serverfault.com/questions/185952/mysql-connection-failed-in-mediawiki-installation-but-successful-from-command-li,9/29/2010,SF (MYSQL),/users/21307/jake-wilson,,External (KSM),SELinux,,Y,Y,Attempting to connect to database server as wikiuser...failed with error [2003] Can't connect to MySQL server on 'mysql.ourdomain.com' (13).,N,N,,1,Setting it to permissive fixed the problem,DISABLE_PROT,0,0,,,,,0,,1,WRN_PROB,Man... Trying to troubleshoot SELinux-related problems on a server is such a pain.,,,
http://serverfault.com/questions/583797/cant-login-to-remote-mariadb-server-with-phpmyadmin-but-works-in-shell,3/22/2014,SF (MYSQL),/users/122112/rafael,,External (KSM),SELinux,,N,N,Cannot log in the MySQL server,N,N,,0,,,0,0,,,,,0,,0,,"Using mysql command to connect from the web server to the database server and using the same user/password, I can successfully connect to the database server.","Oh, that's stupid. phpMyAdmin doesn't even show the entire error message!",,
http://serverfault.com/questions/310904/cannot-start-mysql-5-5-as-normal-user-fedora-15,9/13/2011,SF (MYSQL),/users/53917/stephen-j-fuhry,,External (KSM),SELinux/AppArmor,,Y,Y,InnoDB: The error means mysqld does not have the access rights to InnoDB: the directory. InnoDB: File name /home/mysql/prod/ibdata1 InnoDB: File operation call: 'open'. InnoDB: Cannot continue operation.,N,N,,0,,,0,0,,,,,0,,0,,,,,
http://serverfault.com/questions/145499/mysql-udf-fopen-permission-denied,5/26/2010,SF (MYSQL),/users/23585/pierre,,External (KSM),AppArmor,,N,N,UNKNOWN,Y,N,,1,777,DISABLE_PROT,1,0,,,,,0,,0,,,,,
http://serverfault.com/questions/227565/moving-mysql-datadir-not-working-problems-with-symlink-in-conf-d,1/27/2011,SF (MYSQL),/users/53998/the-shurrican,,External (KSM),AppArmor,,Y,Y,110127 11:57:58 [ERROR] Fatal error: Can't open and lock privilege tables: Table 'mysql.host' doesn't exist,N,N,,0,,,0,0,,,,,2,X_WRN_SUBSYS;X_WRN_PERM,1,WRN_SUBSYS,,,,
http://serverfault.com/questions/644303/cant-create-write-to-file-mnt-temp-something-errcode-13,11/14/2014,SF (MYSQL),/users/162730/ut-xd,,External (KSM),AppArmor,,Y,Y,Can't create/write to file '/mnt/temp/something' (Errcode: 13),N,N,,1,777,DISABLE_PROT,1,0,,,,,1,X_WRN_SUBSYS,0,,,,,
http://serverfault.com/questions/258709/attempted-to-change-database-drive-resulted-in-cant-connect-to-local-mysql-ser,4/12/2011,SF (MYSQL),/users/52636/kit-sunde,,External (KSM),AppArmor,,Y,Y,/usr/sbin/mysqld: Can't find file: './mysql/plugin.frm' (errno: 13),N,N,,1,disable apparmor,DISABLE_PROT,0,0,,,,,2,X_BLIND_GUNSHOT; X_WRN_SUBSYS,4,WRN_SUBSYS;WRN_SUBSYS; WRN_SUBSYS; WRN_SUBSYS,I feel bad for taking up so much time for such a trivial issue,,,
http://serverfault.com/questions/473789/mysql-doesnt-start-after-relocating-data-dir,1/30/2013,SF (MYSQL),/users/121085/king-nak,,External (KSM),AppArmor,,Y,Y,Can't find file: './mysql/plugin.frm' (errno: 13),N,N,,1,777,DISABLE_PROT,1,0,,,,,2,X_BLIND_GUNSHOT;X_WRN_SUBSYS,0,WRN_PROB;WRN_SUBSYS,"However, this file does exist and is readable!",Matt I didn't think about AppArmor... Simply solved my problem.,,
http://dba.stackexchange.com/questions/57424/recover-an-innodb-mysql-database-from-an-ebs-on-ec2,1/23/2014,DBA (MYSQL),/users/30437/imad-touil,,External (KSM),AppArmor,,Y,Y,mysqld: Can't find file: './mysql/plugin.frm' (errno: 13),N,N,,0,,,0,0,,,,,0,,1,WRN_SUBSYS,"You can also put mysql profile in complain mode using ""sudo aa-complain""",,,
http://serverfault.com/questions/256254/mysql-server-doesnt-startup,4/6/2011,SF (MYSQL),/users/77334/b-f,,External (KSM),AppArmor,,Y,Y,/usr/sbin/mysqld: File '/mysql/logs/mysql-slow.log' not found (Errcode: 13),N,N,,0,,,0,0,,,,,0,,1,WRN_SUBSYS;WRN_SUBSYS,My guess is that...,,,
http://serverfault.com/questions/85111/mysql-select-into-outfile-fails-with-cifs-mounted-volume,11/16/2009,SF (MYSQL),/users/1813/steve-schnepp,,External (KSM),AppArmor,,Y,Y,ERROR 1 (HY000): Can't create/write to file '/mnt/backup/test/mytable.txt' (Errcode: 2),N,strace,,0,,,0,0,,,,,0,,2,WRN_PROB;WRN_SUBSYS,,,,
http://serverfault.com/questions/143805/unable-to-enable-innodb-in-mysql-on-ubuntu-10-04,5/20/2010,SF (MYSQL),/users/36233/spowers,,External (KSM),AppArmor,,Y,N,ERROR 1123 (HY000): Can't initialize function 'InnoDB'; Plugin initialization function failed.,N,N,,0,,,0,0,,,,,0,,3,WRN_PROB;WRN_PROB;WRN_SUBSYS,,,,
http://serverfault.com/questions/118825/centos-system-occasional-has-issues-with-permissions-mysql-service,3/3/2010,SF (MYSQL),/users/36633/savageguy,,Other (File Access),disk failure protection,,Y,N,I have read only permissions everywhere which is what I suspect is the cause of the mysql server dying,N,N,,0,,,0,0,,,,,0,,0,,It's always occurred when the kernel detected a problem with the file system (xfs in my case). The kernel put the file system into a read-only state.,need system info!,check your kernel log message buffer BEFORE YOU REBOOT for any indications of a disk error,
https://lists.mysql.com/mysql/166603,6/2/2004,ML (MYSQL),Fred Aswad,Help With Remotely Connecting to MySQL Database,Other,cannot connect,,Y,Y,ERROR 2003: Can't connect to MySQL server on '192.168.1.101' (10061),N,N,,2,GRANT ALL *.*; remove password,"DISABLE_PROT, OVERGRANT_PRIV",1,0,,,,,2,X_WRN_SUBSYS; X_WRN_SUBSYS,1,WRN_SUBSYS,,,,
https://lists.mysql.com/mysql/136594,4/7/2003,ML (MYSQL),Marnix Petrarca,Problems connecting to MySQL DB on port 3306 (3.23.54a-4) with any Management Client.,Other,,,Y,Y,[192.168.199.149] ERROR 2013: Lost connection to MySQL server during query,N,N,,1,"all firewalling capabilities are disabled, ipchains, iptables services are not running. Security settings disabled",DISABLE_PROT,1,0,,,,,1,X_WRN_SUBSYS,0,,,,,
https://lists.mysql.com/mysql/116520,8/6/2002,ML (MYSQL),Ian Zabel,Can't connect remotely to new mysql installation,Other,ip tables,,Y,Y,ERROR 2003: Can't connect to MySQL server on '192.168.1.101' (10061),N,N,,2,no root pwd; GRANT ALL *.*,"DISABLE_PROT, OVERGRANT_PRIV",2,0,,,,,2,X_WRN_SUBSYS,1,WRN_PROB,,,,
https://lists.mysql.com/mysql/190981,10/28/2005,ML (MYSQL),Johannes B. Ullrich,"random permission denied"" issues""",Other,resource,,Y,Y,SELECT command denied to user 'user'@'host' for table 'example',N,N,modify my.cnf/ check the lock,0,,,0,0,,,,,0,,0,,,,,
